ID	Phylum	Type
eebdf542c58b46b9406e8329ec3c4637	p_Firmicutes	Commensal_microbes
f0140aec257756213c446d6d7c286873	p_Firmicutes	Commensal_microbes
f0232e28323111f209fbb997f84dd4a7	p_Bacteroidetes	Potential_pathogens
f117f249f9d1425f4ecfc792bd51c3f9	p_Firmicutes	Commensal_microbes
f1860fe716257bd5fd5c4c6a16cf3b95	p_Proteobacteria	Potential_pathogens
f1c14db955660c59d2d2ac233bb9bac8	p_Firmicutes	Commensal_microbes
f1ce4897644877cf6f1235176866dfed	p_Firmicutes	Commensal_microbes
f42309a74e8f72143785a7207584b6f7	p_Firmicutes	Commensal_microbes
f4801b7a68515d9005fa572ee6afdf41	p_Proteobacteria	Commensal_microbes
f483115cf9def110ac01dc2ddc065a6c	p_Fusobacteria	Potential_pathogens
f4c2587bbaa6e03cd0452af030d28bb5	p_Bacteroidetes	Potential_pathogens
f4cc6e4932f507b33d1335d801f54563	p_Firmicutes	Commensal_microbes
f4e78e2e397dc8bd3ca2f87c245a8773	p_Fusobacteria	Commensal_microbes
f5f5e0da89730462abaf6301a9557193	p_Firmicutes	Commensal_microbes
f67106d07b885d4d811daca7688633ed	p_Bacteroidetes	Potential_pathogens
f7447c8e079023f4f2579d8580575dd3	p_Firmicutes	Commensal_microbes
f785a99c791d951a447326035d72c212	p_Fusobacteria	Commensal_microbes
f8bcddaea88eb790743420346bb1bc80	p_Actinobacteria	Commensal_microbes
f911ef9948ed9417792816f5ff6b7c59	p_Firmicutes	Potential_pathogens
f94e35f3a72a7eda2bd9cc0703494476	p_Spirochaetes	Commensal_microbes
f9612c98d79c37a803a973724113cef6	p_Actinobacteria	Commensal_microbes
f965319c0367c47567d70b923e4673d7	p_Bacteroidetes	Potential_pathogens
fa531a9e5007f7d080e555401270d85a	p_Fusobacteria	Commensal_microbes
fac54fffc3590462dcdb5d93230fbb44	p_Actinobacteria	Commensal_microbes
fae6d0c5cd2a53341a4ec984541b1541	p_Fusobacteria	Commensal_microbes
fcb6828a045dc6a69bad8b8de33f7547	p_Patescibacteria	Commensal_microbes
fd142f8d5321b7cc15800fa19096a231	p_Firmicutes	Commensal_microbes
fd2eb1fe2266eed160a855f715f7c77e	p_Firmicutes	Potential_pathogens
fd44d4cb468fd7dc9b3227867714ed87	p_Bacteroidetes	Commensal_microbes
fd496fd32dc8c08ade2e8b6c9d8ee13d	p_Firmicutes	Potential_pathogens
fd7a44239c32098c3d6311af33082330	p_Bacteroidetes	Commensal_microbes
fd9e299d678a5a92f2dd845326612c46	p_Fusobacteria	Commensal_microbes
fdec5bb61cc224b5be91da56daa602cb	p_Proteobacteria	Potential_pathogens
ff48ea2b9d30c737b53aeb9841179d57	p_Firmicutes	Commensal_microbes
ff59f10bbc0b61796030b91d25ebebcd	p_Bacteroidetes	Commensal_microbes
ffef4c02adc80b91aab3a5f338357160	p_Actinobacteria	Commensal_microbes
